Login Bonus ID,Item Name,Item Num,Start Date,End Date
10001,宝石,20,2023-08-30 05:00:00,2025-09-22 04:59:59
10001,协助积分,300,2023-08-30 05:00:00,2025-09-22 04:59:59
10001,宝石,20,2023-08-30 05:00:00,2025-09-22 04:59:59
10001,金币,1000,2023-08-30 05:00:00,2025-09-22 04:59:59
10001,宝石,20,2023-08-30 05:00:00,2025-09-22 04:59:59
10001,好友积分,100,2023-08-30 05:00:00,2025-09-22 04:59:59
10001,宝石,50,2023-08-30 05:00:00,2025-09-22 04:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
20001,宝石,150,2023-08-30 05:00:00,2099-12-31 23:59:59
30001,宝石,1500,2023-08-30 05:00:00,2023-12-04 04:59:59
30002,宝石,300,2023-08-30 05:00:00,2023-09-05 04:59:59
30003,宝石,300,2023-09-05 05:00:00,2023-09-12 04:59:59
30004,宝石,300,2023-09-12 05:00:00,2023-09-19 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30008,宝石,150,2023-09-14 12:00:00,2023-12-04 04:59:59
30005,宝石,300,2023-09-19 05:00:00,2023-09-26 04:59:59
30006,宝石,300,2023-09-26 05:00:00,2023-10-03 04:59:59
30007,宝石,300,2023-10-03 05:00:00,2023-10-10 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30009,宝石,564,2023-11-03 12:00:00,2023-11-18 04:59:59
30018,[WINNING DREAM]无声铃鹿,1,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,[WINNING DREAM]无声铃鹿,1,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
30018,宝石,300,2024-03-04 12:00:00,2024-04-13 04:59:59
